,Rural_Urban,Area,School_Name,Medium,School_Status,Category_Code,Category_Name,School_Type_Code,School_Type_Name
5500,Urban,LOHIYANAGAR,PMC SCHOOL NO. 25 G ENGLISH,0,Operational,2,Primary with Upper Primary,3,Co-Education
5501,Urban,LOHIYANAGAR,PMC SCHOOL NO. 67 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
5502,Urban,LOHIYANAGAR,PMC SCHOOL NO. 18 B URDU,6,Operational,2,Primary with Upper Primary,3,Co-Education
5503,Urban,LOHIYANAGAR,PMC SCHOOL NO. 13 G URDU,6,Operational,2,Primary with Upper Primary,3,Co-Education
5504,Urban,LOHIYANAGAR,PMC SCHOOL NO. 65 G URDU,6,Operational,2,Primary with Upper Primary,3,Co-Education
5505,Urban,LOHIYANAGAR,PMC SCHOOL NO. 113 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
5506,Urban,LOHIYANAGAR,PMC SCHOOL NO. 78 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
5507,Urban,MARKET YARD,HAMAL PANCHAYAT KASHTAKRI VID,4,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
5508,Urban,MARKET YARD,ROSARY INTERNATIONAL PRIMARY SCHOOL (ICSE),0,Operational,2,Primary with Upper Primary,3,Co-Education
5509,Urban,MARKET YARD,MICKYS PRIMARY SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
5510,Urban,MARKET YARD,MICKYS HISCHOOL,0,Operational,10,Secondary with Higher Secondary,3,Co-Education
5511,Urban,MARKET YARD,SANT TUKARAM ENGLISH SCH,0,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
5512,Urban,MARKET YARD,SANT TUKARAM ENGLISH PRIMARY SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
5513,Urban,MARKET YARD,SETH DAGDURAM KATARIYA JR COLLEGE,0,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
5514,Urban,MARKET YARD,TILAK MAHARASHTRA VIDYALAYA,0,Operational,1,Primary,3,Co-Education
5515,Urban,RAUTBAUG DHANKAWADI,PMC SCHOOL NO. 91 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
5516,Urban,RAUTBAUG DHANKAWADI,BALVIKAS MANDIR PRA SCHOOL,4,Operational,2,Primary with Upper Primary,3,Co-Education
5517,Urban,RAUTBAUG DHANKAWADI,NAV MAHARASHTRA PRI SCHOOL,4,Operational,2,Primary with Upper Primary,3,Co-Education
5518,Urban,RAUTBAUG DHANKAWADI,SAMARTH VIDYAL 5 VIDHYADHAN SO,4,Operational,2,Primary with Upper Primary,3,Co-Education
5519,Urban,RAUTBAUG DHANKAWADI,WAMAN OTURKAR MAD VID,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
5520,Urban,RAUTBAUG DHANKAWADI,PRIYADARSHINI SEC SCH,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
5521,Urban,RAUTBAUG DHANKAWADI,PRATAP PRATHAMIK VID,4,Operational,1,Primary,3,Co-Education
5522,Urban,RAUTBAUG DHANKAWADI,BALAJI SEC,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
5523,Urban,RAUTBAUG DHANKAWADI,PRIYADARSHANI VIDYA MANDIR DHA,4,Operational,2,Primary with Upper Primary,3,Co-Education
5524,Urban,RAUTBAUG DHANKAWADI,SECOND HOME ENG MED SCH,0,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
5526,Urban,RAUTBAUG DHANKAWADI,DNYANAKUR ENGLISH MEDIUM PRIMARY SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
5527,Urban,RAUTBAUG DHANKAWADI,PRIYADARSHINI PRI,0,Operational,2,Primary with Upper Primary,3,Co-Education
5528,Urban,RAUTBAUG DHANKAWADI,PRATAP SECONDARY,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
5529,Urban,RAUTBAUG DHANKAWADI,DIGVIJAY PRATHMIK VIDYAMANDIR,4,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
5530,Urban,RAUTBAUG DHANKAWADI,DIGVIJAY PRIMARY ENGLISH SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
5531,Urban,RAUTBAUG DHANKAWADI,PUNE CAMBRIDGE PUBLIC SCHOOL MARATHI,4,Operational,3,Pr. with Up.Pr. sec. and H.Sec.,3,Co-Education
5532,Urban,RAUTBAUG DHANKAWADI,PRIYADARSHINI SECONDARY ENGLISH SCHOOL,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
5533,Urban,RAUTBAUG DHANKAWADI,PARADISE PRI,0,Operational,2,Primary with Upper Primary,3,Co-Education
5534,Urban,RAUTBAUG DHANKAWADI,FULCHAND CHATE PRATHAMIK VIDHYALAY,4,Operational,2,Primary with Upper Primary,3,Co-Education
5535,Urban,RAUTBAUG DHANKAWADI,DNYANAKUR ENGLISH MEDIEM SECONDARY SCHOOL,0,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
5536,Urban,RAUTBAUG DHANKAWADI,PUNE CAMBRIDGE PUBLIC SCHOOL (CBSE),0,Operational,2,Primary with Upper Primary,3,Co-Education
5537,Urban,RAUTBAUG DHANKAWADI,"AMRO SCHOOL ,PUNE",0,Operational,1,Primary,3,Co-Education
5538,Urban,RAUTBAUG DHANKAWADI,FULCHAND CHATE MADHYAMAIK VIDHYALAYA,4,Operational,8,Secondary Only,3,Co-Education
5539,Urban,SARASBAUG,PMC SCHOOL NO. 40 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
5540,Urban,SARASBAUG,PMC SCHOOL NO. 40 G ENGLISH,0,Operational,2,Primary with Upper Primary,3,Co-Education
5542,Urban,SARASBAUG,PMC SCHOOL NO. 72 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
5543,Urban,SARASBAUG,PMC SCHOOL NO. 111 B,4,Operational,1,Primary,3,Co-Education
5544,Urban,SARASBAUG,PMC SCHOOL NO. 74 B URDU,6,Operational,2,Primary with Upper Primary,3,Co-Education
5545,Urban,SARASBAUG,SARITA VIDHALAYA,4,Operational,2,Primary with Upper Primary,3,Co-Education
5546,Urban,SARASBAUG,SOU SUNDERDEVI RATHI VID,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
5547,Urban,SARASBAUG,GULABBAI KATARIYA PRIMARY SCH,4,Operational,1,Primary,3,Co-Education
5548,Urban,SARASBAUG,BABURAO PHULE SECONDARY,4,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
5549,Urban,SARASBAUG,KARMAVEER BHAUSAHEB HIRE HIGH,4,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
5550,Urban,SARASBAUG,AKHIL BHARTIYA MARATHA SIK PRI,4,Operational,1,Primary,3,Co-Education
5551,Urban,SARASBAUG,SHAHU JR. COLLEGE,4,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
5552,Urban,SHIVDARSHAN,RAJIV GANDHI ACADEMY OF E- LEARNING,0,Operational,3,Pr. with Up.Pr. sec. and H.Sec.,3,Co-Education
5553,Urban,SHIVDARSHAN,KAI. K.N.SURYVANSHI PRATHMIK VIDYALAY,4,Operational,1,Primary,3,Co-Education
5554,Urban,SHIVDARSHAN,UJAWALA VIDYA NIKETAN,4,Operational,2,Primary with Upper Primary,3,Co-Education
5555,Urban,SHIVDARSHAN,KAI SOU LAXMIBAI RAJARAM SHIND,4,Operational,3,Pr. with Up.Pr. sec. and H.Sec.,3,Co-Education
5556,Urban,SHIVDARSHAN,MUKTANGAN ENGLISH PRIMARY SCHOOL,0,Operational,1,Primary,3,Co-Education
5557,Urban,SHIVDARSHAN,MUKTANGAN ENGLISH SECONDARY SCHOOL,0,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
5558,Urban,SHIVDARSHAN,ARANYESHWAR ENGLISH MED SC,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
5559,Urban,SHIVDARSHAN,ARANYESHWAR ENG MED,0,Operational,2,Primary with Upper Primary,3,Co-Education
5560,Urban,SHIVDARSHAN,MUKTANGAN JR. COLLEGE,0,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
5561,Urban,SHIVDARSHAN,MOHANLAL LUNKAD MAD VID,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
5562,Urban,SINHAGAD INST. WADGAON,PMC SCHOOL NO. 203 B ENGLISH,0,Operational,2,Primary with Upper Primary,3,Co-Education
5563,Urban,SINHAGAD INST. WADGAON,PMC SCHOOL NO. 100 G,4,Operational,2,Primary with Upper Primary,2,Girls
5564,Urban,SINHAGAD INST. WADGAON,PMC SCHOOL NO. 203 B,4,Operational,2,Primary with Upper Primary,1,Boys
5565,Urban,SINHAGAD INST. WADGAON,CHANDRAKANT DAGANT PATIL PRA V,4,Operational,2,Primary with Upper Primary,3,Co-Education
5566,Urban,SINHAGAD INST. WADGAON,UTKARSH PRIMARY SCH,4,Operational,2,Primary with Upper Primary,3,Co-Education
5567,Urban,SINHAGAD INST. WADGAON,CHANDRKANT DANGAT SECONDARY,4,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
5568,Urban,SINHAGAD INST. WADGAON,P JOG MARATHI MEDIUM SCHOOL,4,Operational,2,Primary with Upper Primary,3,Co-Education
5569,Urban,SINHAGAD INST. WADGAON,DNYANDEEP ENG MED SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
5570,Urban,SINHAGAD INST. WADGAON,UTKARSHA PRA VIDYALAYA,0,Operational,2,Primary with Upper Primary,3,Co-Education
5571,Urban,SINHAGAD INST. WADGAON,ROYAL ROSES ENG MEDIUM,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
5572,Urban,SINHAGAD INST. WADGAON,SINHGAD SPRING DALE PUBLIC SCH,0,Operational,3,Pr. with Up.Pr. sec. and H.Sec.,3,Co-Education
5573,Urban,SINHAGAD INST. WADGAON,DNYANSADHNA ENG MED,0,Operational,2,Primary with Upper Primary,3,Co-Education
5574,Urban,SINHAGAD INST. WADGAON,UTKARSH SECONDARY SCHOOL,0,Operational,8,Secondary Only,3,Co-Education
5575,Urban,SINHAGAD INST. WADGAON,ROYAL ROSES PRIMARY,0,Operational,2,Primary with Upper Primary,3,Co-Education
5576,Urban,SINHAGAD INST. WADGAON,P JOG ENG MAD SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
5577,Urban,SINHAGAD INST. WADGAON,DNYANDEEP ENG MED SCHOOL,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
5578,Urban,SINHAGAD INST. WADGAON,P. JOG SEC. MAR,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
5579,Urban,SINHAGAD INST. WADGAON,P. JOG SEC. ENG,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
5580,Urban,SINHAGAD INST. WADGAON,P. JOG JR. COLLEGE,0,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
5581,Urban,SINHAGAD INST. WADGAON,VERSATILE PRIMARY SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
5582,Urban,ST WORKSHOP,PMC SCHOOL NO. 63 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
5583,Urban,ST WORKSHOP,SANTNAMDEV SECONDARY,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
5584,Urban,ST WORKSHOP,PMC SCHOOL NO. 73 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
5585,Urban,ST WORKSHOP,KAMLABAI DAMLE PRASHALA,4,Operational,1,Primary,3,Co-Education
5586,Urban,ST WORKSHOP,SHIVRAM PANT DAMALE PRASHALA,4,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
5587,Urban,ST WORKSHOP,SHETH DAGDURAM KATARIYA HSCH,0,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
5588,Urban,ST WORKSHOP,ADARSH BAL MANDIR,4,Operational,1,Primary,3,Co-Education
5589,Urban,ST WORKSHOP,CRESENT SEC HISCH,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
5590,Urban,ST WORKSHOP,CRESENT PRI,0,Operational,2,Primary with Upper Primary,3,Co-Education
5591,Urban,ST WORKSHOP,JAWAHARLAL PRIMARY SCH,0,Operational,2,Primary with Upper Primary,3,Co-Education
5592,Urban,ST WORKSHOP,JAWAHARLAL SEC SCH,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
5593,Urban,ST WORKSHOP,CITY INTERNATIONAL SCHOOL,0,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
5594,Urban,TILAKROAD LOKMANYA NAG,PMC SCHOOL NO. 17  B,4,Operational,2,Primary with Upper Primary,3,Co-Education
5595,Urban,TILAKROAD LOKMANYA NAG,PMC SCHOOL NO. 65 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
5596,Urban,TILAKROAD LOKMANYA NAG,ASHOK VIDYALAYA,4,Operational,3,Pr. with Up.Pr. sec. and H.Sec.,3,Co-Education
5597,Urban,TILAKROAD LOKMANYA NAG,NEW ENG SCHOOL TILAKROAD,4,Operational,6,Pr. Up Pr. and Secondary Only,1,Boys
5598,Urban,TILAKROAD LOKMANYA NAG,MES BHAVE,4,Operational,3,Pr. with Up.Pr. sec. and H.Sec.,1,Boys
5599,Urban,TILAKROAD LOKMANYA NAG,VANITA SAMAJ PRIMARI,4,Operational,1,Primary,3,Co-Education
5600,Urban,TILAKROAD LOKMANYA NAG,V D VAIDYA GIRLS PRIMARY SCHOOL,4,Operational,1,Primary,2,Girls
5601,Urban,TILAKROAD LOKMANYA NAG,BAL VIKAS MANDIR,4,Operational,2,Primary with Upper Primary,3,Co-Education
5602,Urban,TILAKROAD LOKMANYA NAG,MAHATMA PHULE SCHOOL,4,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
5603,Urban,TILAKROAD LOKMANYA NAG,DYAN PRABODHINI PRASHALA,0,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
5604,Urban,TILAKROAD LOKMANYA NAG,MADHAV SADASHIV GOLVALKAR GURUJI VIDYALAYA,4,Operational,2,Primary with Upper Primary,3,Co-Education
5605,Urban,TILAKROAD LOKMANYA NAG,DES PRIMARY SCHOOL,0,Operational,1,Primary,3,Co-Education
5606,Urban,TILAKROAD LOKMANYA NAG,DES SECONDARY SCHOOL,0,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
5607,Urban,TILAKROAD LOKMANYA NAG,INDIRABAI KARANDIKAR PRI ENG M,0,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
5608,Urban,TILAKROAD LOKMANYA NAG,SPM ENGLISH SCHOOL (PRIMARY),0,Operational,1,Primary,3,Co-Education
5609,Urban,TILAKROAD LOKMANYA NAG,S.P.M. ENGLISH SCHOOL SECONDARY,0,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
5610,Urban,TILAKROAD LOKMANYA NAG,PMC SCHOOL NO. 17 B ENGLISH,0,Operational,1,Primary,3,Co-Education
5611,Urban,TILAKROAD LOKMANYA NAG,RUIA MUKHBADHIR VIDYALAYA,4,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
5612,Urban,TILAKROAD LOKMANYA NAG,NEMS PRIMARY SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
5613,Urban,TILAKROAD LOKMANYA NAG,NEMS SECONDARY SCHOOL,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
5614,Urban,TILAKROAD LOKMANYA NAG,NUMAVI GIRL HIGHSCHOOL,4,Operational,3,Pr. with Up.Pr. sec. and H.Sec.,2,Girls
5615,Urban,TILAKROAD LOKMANYA NAG,M S GOLWALKAR GURUJI MADHYAMIK VIDYALAYA,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
5616,Urban,TILAKROAD LOKMANYA NAG,SIR PARASHURAMBHAU COLLEGE,4,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
5617,Urban,TILAKROAD LOKMANYA NAG,S.P.M.PUBLIC SCHOOL,0,Operational,1,Primary,3,Co-Education
5618,Urban,WADGAON DHAYARI,PMC SCHOOL NO. 204 B,4,Operational,1,Primary,1,Boys
5619,Urban,WADGAON DHAYARI,PMC SCHOOL NO. 159 B,4,Operational,1,Primary,3,Co-Education
5620,Urban,WADGAON DHAYARI,PMC SCHOOL NO. 163 B,4,Operational,2,Primary with Upper Primary,1,Boys
5621,Urban,WADGAON DHAYARI,PMC SCHOOL NO. 92 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
5622,Urban,WADGAON DHAYARI,PMC SCHOOL VINI 16,4,Operational,2,Primary with Upper Primary,3,Co-Education
5623,Urban,WADGAON DHAYARI,PMC SCHOOL NO. 56 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
5624,Urban,WADGAON DHAYARI,NARAYANRAO SANAS VIDYALAY,4,Operational,3,Pr. with Up.Pr. sec. and H.Sec.,3,Co-Education
5625,Urban,WADGAON DHAYARI,DNYANDA PRA SCHOOL GARMAL,4,Operational,1,Primary,3,Co-Education
5626,Urban,WADGAON DHAYARI,SWANAND PRA VIDYALA NARKESARI,4,Operational,2,Primary with Upper Primary,3,Co-Education
5627,Urban,WADGAON DHAYARI,GREEN ACARES ENG VID,0,Operational,2,Primary with Upper Primary,3,Co-Education
5628,Urban,WADGAON DHAYARI,SAI SHOBHA A S ENG PRA GANESH,0,Operational,2,Primary with Upper Primary,3,Co-Education
5629,Urban,WADGAON DHAYARI,AJINKYA DEDGE PUBLIC SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
5630,Urban,WADGAON DHAYARI,SAISHOBA ENG SECONDARY,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
5631,Urban,WADGAON DHAYARI,GREEN ACRES SECONDARY,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
5632,Urban,WADGAON DHAYARI,DNYANSADHANA MARATHI,4,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
5633,Urban,WADGAON DHAYARI,UTKARSHA MADHYAMIK,4,Operational,8,Secondary Only,3,Co-Education
5634,Urban,WADGAON DHAYARI,ADARSH PRATHMIK VIDYALAYA,4,Operational,2,Primary with Upper Primary,3,Co-Education
5635,Urban,WADGAON DHAYARI,LATE SHRI MOHANRAO BHIDE SANSKAR GURUKUL SCHOOL,0,Operational,1,Primary,3,Co-Education
5636,Urban,WADGAON DHAYARI,VASTAD HARIBHAU POKALE HIGHSCHOOL,4,Operational,8,Secondary Only,3,Co-Education
5638,Urban,SAHAKAR NAGAR,PMC SCHOOL NO. 125 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
5639,Urban,SAHAKAR NAGAR,PMC SCHOOL NO. 125 B ENGLISH,0,Operational,2,Primary with Upper Primary,3,Co-Education
5640,Urban,SAHAKAR NAGAR,ARNYESHWAR VIDYA MANDIR,4,Operational,2,Primary with Upper Primary,3,Co-Education
5641,Urban,SAHAKAR NAGAR,VIDYA VIKAS VIDYALAYA,4,Operational,2,Primary with Upper Primary,3,Co-Education
5642,Urban,SAHAKAR NAGAR,ARNYASHWAR MADYAMIK VID,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
5643,Urban,SAHAKAR NAGAR,VIDYA VIKAS VIDYALAYA PRASHALA,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
5644,Urban,UPPER INDIRA NAGAR,BALGOPAL VID.,4,Operational,2,Primary with Upper Primary,3,Co-Education
5645,Urban,BHARATI VIDYAPEETH,PMC SCHOOL NO. 162 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
5646,Urban,BHARATI VIDYAPEETH,KARMAVIR B PATIL VIDYALAYA,4,Operational,3,Pr. with Up.Pr. sec. and H.Sec.,3,Co-Education
5647,Urban,BHARATI VIDYAPEETH,BHARATI VID KANYA PRASHALA,4,Operational,6,Pr. Up Pr. and Secondary Only,2,Girls
5648,Urban,BHARATI VIDYAPEETH,BHARATI ENG,0,Operational,3,Pr. with Up.Pr. sec. and H.Sec.,3,Co-Education
5649,Urban,BHARATI VIDYAPEETH,SARAHAD SCHOOL,0,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
5650,Urban,BHARATI VIDYAPEETH,PMC SCHOOL VINI 19,4,Operational,2,Primary with Upper Primary,3,Co-Education
5651,Urban,BHARATI VIDYAPEETH,SARHAD SCHOOL,0,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
5652,Urban,SADHANA VIDYALAY,PMC SCHOOL NO. 83 B,4,Operational,2,Primary with Upper Primary,1,Boys
5653,Urban,SADHANA VIDYALAY,PMC SCHOOL NO. 81 B,4,Operational,1,Primary,3,Co-Education
5654,Urban,SADHANA VIDYALAY,PMC SCHOOL NO. 52 G,4,Operational,2,Primary with Upper Primary,2,Girls
5655,Urban,SADHANA VIDYALAY,PMC SCHOOL NO. 83 B ENGLISH,0,Operational,2,Primary with Upper Primary,3,Co-Education
5656,Urban,SADHANA VIDYALAY,PMC SCHOOL NO. 207 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
5657,Urban,SADHANA VIDYALAY,SADHANA PRI SCHOOL,4,Operational,1,Primary,3,Co-Education
5658,Urban,SADHANA VIDYALAY,SANE GURUJI PRIMARY,4,Operational,2,Primary with Upper Primary,3,Co-Education
5659,Urban,SADHANA VIDYALAY,DYANSAGAR PRIMARY,4,Operational,2,Primary with Upper Primary,3,Co-Education
5660,Urban,SADHANA VIDYALAY,KOTWAL MADHY,4,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
5661,Urban,SADHANA VIDYALAY,TUPE SADHANA KANYA VIDAYA,4,Operational,3,Pr. with Up.Pr. sec. and H.Sec.,2,Girls
5662,Urban,SADHANA VIDYALAY,SANDHNA VIDY BOYS,4,Operational,3,Pr. with Up.Pr. sec. and H.Sec.,3,Co-Education
5663,Urban,SADHANA VIDYALAY,SADHANA ENG MEDI,0,Operational,2,Primary with Upper Primary,3,Co-Education
5664,Urban,SADHANA VIDYALAY,SADHANA ENG MEDI,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
5665,Urban,SADHANA VIDYALAY,ANGEL MICKYMINI SCHOOL,0,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
5666,Urban,SADHANA VIDYALAY,GREENWOODS PRI SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
5667,Urban,SADHANA VIDYALAY,ANNASAHEB MAGAR JR. COLLEGE,4,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
5668,Urban,SADHANA VIDYALAY,PMC KRIDANIKETAN SCHOOL NO. 83 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
5669,Urban,SADHANA VIDYALAY,GIRLS' ENGLISH MEDIUM SCHOOL,0,Operational,7,Upper Pr. and Secondary,2,Girls
5670,Urban,SADHANA VIDYALAY,GIRLS' ENGLISH MEDIUM SCHOOL PRIMARY,0,Operational,1,Primary,2,Girls
5671,Urban,SADHANA VIDYALAY,LATE MADHAVRAO SONABA TUPE ENGLISH MEDIUM SECONDARY SCHOOL,0,Operational,4,Upper Primary only,3,Co-Education
5672,Urban,HADPASAR GAVTHAN,PMC SCHOOL NO. 88 G,4,Operational,1,Primary,3,Co-Education
5673,Urban,HADPASAR GAVTHAN,PMC SCHOOL NO. 136 B,4,Operational,1,Primary,3,Co-Education
5674,Urban,HADPASAR GAVTHAN,PMC SCHOOL NO. 69 G URDU,6,Operational,2,Primary with Upper Primary,3,Co-Education
5675,Urban,HADPASAR GAVTHAN,PMC SCHOOL NO. 146 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
5676,Urban,HADPASAR GAVTHAN,PMC SCHOOL NO. 35 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
5677,Urban,HADPASAR GAVTHAN,PMC SCHOOL NO. 69 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
5678,Urban,HADPASAR GAVTHAN,PMC SCHOOL NO. 27 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
5679,Urban,HADPASAR GAVTHAN,PMC SCHOOL NO. 21 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
5680,Urban,HADPASAR GAVTHAN,PMC SCHOOL NO. 32 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
5681,Urban,HADPASAR GAVTHAN,PMC SCHOOL NO. 45 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
5682,Urban,HADPASAR GAVTHAN,PMC SCHOOL NO. 62 G URDU,6,Operational,2,Primary with Upper Primary,3,Co-Education
5683,Urban,HADPASAR GAVTHAN,SANE GURUJI SEC VID,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
5684,Urban,HADPASAR GAVTHAN,PRAKASH JYOTI MATIMAND,4,Operational,1,Primary,3,Co-Education
5685,Urban,HADPASAR GAVTHAN,DNYAN PRABHODINI VID,4,Operational,1,Primary,3,Co-Education
5686,Urban,HADPASAR GAVTHAN,DNYAPROBODHANI SEC,4,Operational,3,Pr. with Up.Pr. sec. and H.Sec.,3,Co-Education
5687,Urban,HADPASAR GAVTHAN,HADPSAR KARNBADHIR VID,4,Operational,2,Primary with Upper Primary,3,Co-Education
5688,Urban,HADPASAR GAVTHAN,ADARSHA SCHOOL NO 4,4,Operational,2,Primary with Upper Primary,3,Co-Education
5689,Urban,HADPASAR GAVTHAN,ROSARY PRIMARY SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
5690,Urban,HADPASAR GAVTHAN,NEW ENG PRI,0,Operational,1,Primary,3,Co-Education
5691,Urban,HADPASAR GAVTHAN,NEW ENGLISH HIGH SCHOOL,0,Operational,3,Pr. with Up.Pr. sec. and H.Sec.,3,Co-Education
5692,Urban,HADPASAR GAVTHAN,MOUNT MERY,0,Operational,2,Primary with Upper Primary,3,Co-Education
5693,Urban,HADPASAR GAVTHAN,VARDHMAN ENG MED,0,Operational,2,Primary with Upper Primary,3,Co-Education
5694,Urban,HADPASAR GAVTHAN,DNYANVARDHINI ENG MED SCH,0,Operational,2,Primary with Upper Primary,3,Co-Education
5695,Urban,HADPASAR GAVTHAN,VARDHAMAN SEC ENGLISH SCHOOL,0,Operational,8,Secondary Only,3,Co-Education
5696,Urban,HADPASAR GAVTHAN,MOUNT MERY SEC ENGLISH SCHOOL,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
5697,Urban,KALEPADAL MOHAMMADWADI,PMC SCHOOL NO. 171 B,4,Operational,2,Primary with Upper Primary,1,Boys
5698,Urban,KALEPADAL MOHAMMADWADI,PMC SCHOOL NO. 12 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
5699,Urban,KALEPADAL MOHAMMADWADI,PMC SCHOOL NO. 190 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
5700,Urban,KALEPADAL MOHAMMADWADI,PMC SCHOOL NO. 185 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
5701,Urban,KALEPADAL MOHAMMADWADI,PMC SCHOOL NO. 23 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
5702,Urban,KALEPADAL MOHAMMADWADI,PMC SCHOOL NO. 26 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
5703,Urban,KALEPADAL MOHAMMADWADI,ADARSH VIDAYAMANDIR,4,Operational,1,Primary,3,Co-Education
5704,Urban,KALEPADAL MOHAMMADWADI,PRAGATI SEONDARY,4,Operational,3,Pr. with Up.Pr. sec. and H.Sec.,3,Co-Education
5705,Urban,KALEPADAL MOHAMMADWADI,MAHARASHTRA AROGYA MANDAL PRI,4,Operational,1,Primary,3,Co-Education
5706,Urban,KALEPADAL MOHAMMADWADI,SHAMSHUDIN INAMDAR URDU PRI,6,Operational,2,Primary with Upper Primary,3,Co-Education
5707,Urban,KALEPADAL MOHAMMADWADI,MAHARASHTRA AROGYA MANDAL SECO,4,Operational,3,Pr. with Up.Pr. sec. and H.Sec.,3,Co-Education
